지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
175,2019-01-09 22:00,-.7,,0,0,34,2,-14.6,970.6,1030.1,,,,,,,,,,,,-.6,,,,
175,2019-01-09 23:00,-.4,,0,0,30,1.8,-15.9,970.1,1029.5,,,,,,,,,,,,-.6,,,,
175,2019-01-10 00:00,-.6,,1.8,290,32,1.9,-15.3,969.6,1029.1,,,,,,,,,,,,-.7,,,,
175,2019-01-10 01:00,-1.6,,3.7,320,39,2.1,-13.7,969.1,1028.7,,,,,,,,,,,,-.9,,,,
175,2019-01-10 02:00,-2,,6.5,340,62,3.3,-8.3,968.3,1027.9,,,,,,,,,,,,-1.1,,,,
175,2019-01-10 03:00,-2.8,,6.8,360,73,3.6,-6.9,968.1,1027.9,,,,,,,,,,,,-1.4,,,,
175,2019-01-10 04:00,-3,,6.5,360,64,3.1,-8.8,967.7,1027.6,,,,,,,,,,,,-1.6,,,,
175,2019-01-10 05:00,-2.9,,6.6,360,74,3.7,-6.8,967.1,1026.9,,,,,,,,,,,,-1.5,,,,
175,2019-01-10 06:00,-2.8,,5.6,360,80,4,-5.7,966.6,1026.3,,,,,,,,,,,,-1.4,,,,
175,2019-01-10 07:00,-2.9,,7,360,83,4.1,-5.3,967,1026.8,,,,,,,,,,,,-1.6,,,,
175,2019-01-10 08:00,-2.6,,6.6,360,83,4.2,-5,967.3,1027,0,,,,,,,,,,,-1.4,,,,
175,2019-01-10 09:00,-2.1,,5.2,360,83,4.3,-4.6,967.8,1027.4,.1,,,,,,,,,,,-.8,,,,
175,2019-01-10 10:00,-1.3,,4.4,360,78,4.3,-4.6,968.6,1028.1,0,,,,,,,,,,,-.4,,,,
175,2019-01-10 11:00,.2,,3.4,340,71,4.4,-4.4,968,1027.1,.1,,,,,,,,,,,.3,,,,
175,2019-01-10 12:00,2.6,,3.8,340,66,4.9,-3.1,967.6,1026.1,1,,,,,,,,,,,11.7,,,,
175,2019-01-10 13:00,3,,4.7,320,65,4.9,-2.9,967,1025.4,1,,,,,,,,,,,13.1,,,,
175,2019-01-10 14:00,1.8,,5.2,320,72,5,-2.7,966.6,1025.2,.7,,,,,,,,,,,8.8,,,,
175,2019-01-10 15:00,2.2,,5.5,320,75,5.4,-1.7,966.6,1025.1,.2,,,,,,,,,,,8,,,,
175,2019-01-10 16:00,.8,,4.6,340,85,5.5,-1.4,966.1,1025,.1,,,,,,,,,,,4.5,,,,
175,2019-01-10 17:00,.2,,3.7,320,92,5.7,-.9,967.3,1026.4,0,,,,,,,,,,,2.3,,,,
175,2019-01-10 18:00,-.1,,4.1,320,96,5.8,-.6,967.8,1027,0,,,,,,,,,,,1.6,,,,
175,2019-01-10 19:00,-.4,,5.1,340,98,5.8,-.6,967.3,1026.6,,,,,,,,,,,,.6,,,,
175,2019-01-10 20:00,-.3,,4.4,360,98,5.9,-.5,967.2,1026.4,,,,,,,,,,,,.6,,,,
175,2019-01-10 21:00,-.8,,5.2,340,98,5.7,-1,967.3,1026.7,,,,,,,,,,,,0,,,,
175,2019-01-10 22:00,-1,,5.1,360,98,5.6,-1.2,967.5,1026.9,,,,,,,,,,,,-.2,,,,
175,2019-01-10 23:00,-1.2,,4.8,360,98,5.5,-1.4,967,1026.4,,,,,,,,,,,,-.5,,,,
175,2019-01-11 00:00,-1.2,,4.7,360,92,5.2,-2.3,967.5,1026.9,,,,,,,,,,,,-.6,,,,
175,2019-01-11 01:00,-1.1,,6.2,360,85,4.8,-3.3,967.7,1027.2,,,,,,,,,,,,-.8,,,,
175,2019-01-11 02:00,-1.7,,2.9,90,93,5,-2.6,966.5,1026,,,,,,,,,,,,-1,,,,
175,2019-01-11 03:00,-2.2,,2.8,20,94,4.9,-3,967.2,1026.8,,,,,,,,,,,,-1.3,,,,
175,2019-01-11 04:00,-2.6,,3.3,50,87,4.4,-4.4,966.5,1026.2,,,,,,,,,,,,-1.8,,,,
175,2019-01-11 05:00,-2.5,,4.3,20,82,4.2,-5.1,966.6,1026.3,,,,,,,,,,,,-2.1,,,,
175,2019-01-11 06:00,-2.3,,5.1,20,81,4.2,-5.1,966.4,1026,,,,,,,,,,,,-1.8,,,,
175,2019-01-11 07:00,-2.4,,5,50,81,4.2,-5.2,966.9,1026.6,,,,,,,,,,,,-2,,,,
175,2019-01-11 08:00,-2.1,,5.4,70,79,4.2,-5.2,966.5,1026.1,0,,,,,,,,,,,-1.5,,,,
175,2019-01-11 09:00,-1.7,,5.8,50,76,4.1,-5.3,966.8,1026.3,.5,,,,,,,,,,,-1.6,,,,
175,2019-01-11 10:00,.2,,5.3,70,69,4.3,-4.8,967.4,1026.5,1,,,,,,,,,,,-.4,,,,
175,2019-01-11 11:00,2.8,,3.3,110,59,4.4,-4.4,967.8,1026.3,1,,,,,,,,,,,3.3,,,,
175,2019-01-11 12:00,4.1,,2.4,90,55,4.5,-4.1,966.9,1025.1,1,,,,,,,,,,,10.9,,,,
175,2019-01-11 13:00,5.8,,2,110,52,4.8,-3.3,965.7,1023.4,1,,,,,,,,,,,13.8,,,,
175,2019-01-11 14:00,5.4,,1.7,110,52,4.7,-3.6,964.5,1022.2,1,,,,,,,,,,,13.8,,,,
175,2019-01-11 15:00,4.4,,.4,0,55,4.6,-3.8,964.7,1022.7,.4,,,,,,,,,,,9.6,,,,
175,2019-01-11 16:00,6,,2,140,51,4.8,-3.3,964.8,1022.4,.5,,,,,,,,,,,9.3,,,,
175,2019-01-11 17:00,3.7,,2.2,160,57,4.5,-4,964.7,1022.7,.1,,,,,,,,,,,5.1,,,,
175,2019-01-11 18:00,3,,0,0,60,4.5,-4,965.1,1023.3,0,,,,,,,,,,,3.6,,,,
175,2019-01-11 19:00,2.7,,2.2,110,67,5,-2.8,964.8,1023.1,,,,,,,,,,,,2.9,,,,
175,2019-01-11 20:00,2.5,,1.2,160,68,5,-2.8,964.6,1022.9,,,,,,,,,,,,2.5,,,,
175,2019-01-11 21:00,2.4,,.1,0,71,5.2,-2.3,964.8,1023.2,,,,,,,,,,,,2.4,,,,
175,2019-01-11 22:00,1,,2.1,180,88,5.8,-.7,964.7,1023.4,,,,,,,,,,,,1.3,,,,
175,2019-01-11 23:00,.4,,3.4,110,100,6.2,.3,963.9,1022.7,,,,,,,,,,,,.7,,,,
175,2019-01-12 00:00,.4,.8,2.5,90,100,6.2,.3,963.8,1022.6,,,,,,,,,,,,.8,,,,
175,2019-01-12 01:00,.2,,3,20,98,6.1,0,963.7,1022.6,,,,,,,,,,,,.7,,,,
175,2019-01-12 02:00,-.1,,4.1,20,,,,963.3,1022.2,,,,,,,,,,,,.8,,,,
175,2019-01-12 03:00,-.3,1.2,4.5,20,98,5.9,-.5,963.1,1022.1,,,,,,,,,,,,.6,,,,
175,2019-01-12 04:00,-.4,,4.5,20,98,5.8,-.6,962.6,1021.6,,,,,,,,,,,,.6,,,,
175,2019-01-12 05:00,-.3,,4.7,20,98,5.9,-.5,962.4,1021.3,,,,,,,,,,,,.7,,,,
175,2019-01-12 06:00,-.5,0,5.5,360,98,5.8,-.7,962.4,1021.4,,,,,,,,,,,,.4,,,,
175,2019-01-12 07:00,-.3,,4.2,360,98,5.9,-.5,963.2,1022.2,,,,,,,,,,,,.4,,,,
175,2019-01-12 08:00,-.3,,4.8,360,98,5.9,-.5,963.4,1022.4,0,,,,,,,,,,,.5,,,,
175,2019-01-12 09:00,-.1,,4,20,98,6,-.3,963.8,1022.8,0,,,,,,,,,,,1.1,,,,
175,2019-01-12 10:00,1.3,,3.7,360,98,6.6,1,964.2,1022.8,.3,,,,,,,,,,,6.1,,,,
175,2019-01-12 11:00,1.9,,4.9,360,98,6.9,1.6,964.2,1022.7,1,,,,,,,,,,,9.7,,,,
175,2019-01-12 12:00,4.1,,3.2,340,89,7.3,2.4,964,1022.1,1,,,,,,,,,,,14.8,,,,
175,2019-01-12 13:00,6.1,,2.7,320,79,7.4,2.7,963.6,1021.1,1,,,,,,,,,,,16.6,,,,
175,2019-01-12 14:00,4.9,,3.3,340,79,6.8,1.5,963.5,1021.3,.7,,,,,,,,,,,13.4,,,,
175,2019-01-12 15:00,5,,3.5,360,65,5.7,-1,963.3,1021.1,.7,,,,,,,,,,,13.5,,,,
175,2019-01-12 16:00,4.5,,3.7,360,70,5.9,-.5,963.9,1021.8,1,,,,,,,,,,,10.4,,,,
175,2019-01-12 17:00,2.8,,4.2,360,75,5.6,-1.1,964.1,1022.3,1,,,,,,,,,,,3.9,,,,
175,2019-01-12 18:00,1,,5,340,84,5.5,-1.4,964.8,1023.5,0,,,,,,,,,,,.9,,,,
175,2019-01-12 19:00,1.3,,5.6,340,77,5.2,-2.2,965,1023.7,,,,,,,,,,,,.8,,,,
175,2019-01-12 20:00,1.1,,5.6,360,81,5.4,-1.8,965.6,1024.4,,,,,,,,,,,,-.2,,,,
175,2019-01-12 21:00,.1,,3.2,360,87,5.4,-1.8,965.6,1024.6,,,,,,,,,,,,-1,,,,
175,2019-01-12 22:00,.1,,3,360,89,5.5,-1.5,966.2,1025.3,,,,,,,,,,,,-.2,,,,
175,2019-01-12 23:00,.7,,4.3,360,90,5.8,-.7,966.3,1025.2,,,,,,,,,,,,-.1,,,,
175,2019-01-13 00:00,.7,,3.7,20,94,6.1,-.1,965.7,1024.6,,,,,,,,,,,,-.1,,,,
175,2019-01-13 01:00,.6,,1.4,70,95,6.1,-.1,965.6,1024.5,,,,,,,,,,,,0,,,,
175,2019-01-13 02:00,.8,,3.1,360,97,6.2,.3,966,1024.9,,,,,,,,,,,,0,,,,
175,2019-01-13 03:00,.8,,2.9,50,98,6.3,.5,966.1,1025,,,,,,,,,,,,0,,,,
175,2019-01-13 04:00,.4,,4.3,360,98,6.2,.1,965.9,1024.9,,,,,,,,,,,,-.1,,,,
175,2019-01-13 05:00,.4,,4.9,360,98,6.2,.1,965.7,1024.7,,,,,,,,,,,,.3,,,,
175,2019-01-13 06:00,.1,,5,360,98,6.1,-.1,965.8,1024.8,,,,,,,,,,,,0,,,,
175,2019-01-13 07:00,-.3,,4.5,360,98,5.9,-.5,966.4,1025.6,,,,,,,,,,,,-.2,,,,
175,2019-01-13 08:00,-.1,,3.3,360,91,5.6,-1.3,966.7,1025.8,0,,,,,,,,,,,-.1,,,,
175,2019-01-13 09:00,.1,,3.3,20,90,5.6,-1.3,966.8,1025.9,0,,,,,,,,,,,0,,,,
175,2019-01-13 10:00,2.1,,.6,50,81,5.8,-.8,967.1,1025.7,.7,,,,,,,,,,,4.5,,,,
175,2019-01-13 11:00,3,,.6,360,72,5.5,-1.5,967.1,1025.5,1,,,,,,,,,,,10.3,,,,
175,2019-01-13 12:00,3.8,,.4,0,67,5.4,-1.7,966.6,1024.7,1,,,,,,,,,,,13.3,,,,
175,2019-01-13 13:00,4.1,,2.4,360,67,5.5,-1.4,965.9,1024.1,1,,,,,,,,,,,14.7,,,,
175,2019-01-13 14:00,3.9,,2.1,360,67,5.4,-1.6,965.9,1024.1,1,,,,,,,,,,,12.9,,,,
175,2019-01-13 15:00,3.2,,4.1,360,69,5.3,-1.9,965.8,1024,1,,,,,,,,,,,12,,,,
175,2019-01-13 16:00,2.8,,3.6,360,73,5.5,-1.5,965.8,1024.1,1,,,,,,,,,,,8.9,,,,
175,2019-01-13 17:00,1.4,,.3,0,77,5.2,-2.1,966.2,1024.9,1,,,,,,,,,,,2.9,,,,
175,2019-01-13 18:00,.2,,0,0,88,5.5,-1.5,966.8,1025.9,.1,,,,,,,,,,,.4,,,,
175,2019-01-13 19:00,-.5,,0,0,91,5.4,-1.7,967.2,1026.5,,,,,,,,,,,,-.2,,,,
175,2019-01-13 20:00,-.8,,0,0,93,5.4,-1.7,967.1,1026.5,,,,,,,,,,,,-.4,,,,
175,2019-01-13 21:00,-.8,,0,0,94,5.4,-1.6,967,1026.4,,,,,,,,,,,,-.7,,,,
175,2019-01-13 22:00,-1.1,,0,0,94,5.3,-1.9,967,1026.4,,,,,,,,,,,,-1,,,,
175,2019-01-13 23:00,-.9,,0,0,93,5.4,-1.8,967.4,1026.8,,,,,,,,,,,,-1.3,,,,
175,2019-01-14 00:00,-1,,0,0,95,5.4,-1.7,967.3,1026.7,,,,,,,,,,,,-1.5,,,,
175,2019-01-14 01:00,-1,,0,0,98,5.6,-1.2,966.6,1026,,,,,,,,,,,,-1.5,,,,
175,2019-01-14 02:00,-1.4,,0,0,98,5.4,-1.6,967,1026.4,,,,,,,,,,,,-1.7,,,,
175,2019-01-14 03:00,-1.3,,0,0,98,5.5,-1.5,966.7,1026.1,,,,,,,,,,,,-1.7,,,,
175,2019-01-14 04:00,-1.5,,0,0,98,5.4,-1.7,966.8,1026.2,,,,,,,,,,,,-1.8,,,,
175,2019-01-14 05:00,-1.4,,0,0,98,5.4,-1.6,966.5,1025.9,,,,,,,,,,,,-1.9,,,,
175,2019-01-14 06:00,-1.7,,0,0,98,5.3,-1.9,966.8,1026.3,,,,,,,,,,,,-2.2,,,,
175,2019-01-14 07:00,-2.1,,0,0,98,5.2,-2.3,967.2,1026.8,,,,,,,,,,,,-2.5,,,,
175,2019-01-14 08:00,-2,,0,0,98,5.2,-2.2,967.7,1027.3,0,,,,,,,,,,,-2.4,,,,
175,2019-01-14 09:00,-.9,,,,94,5.4,-1.7,968.1,1027.5,.1,,,,,,,,,,,-1.5,,,,
175,2019-01-14 10:00,1.5,,,,82,5.6,-1.2,967.7,1026.5,1,,,,,,,,,,,-.3,,,,
175,2019-01-14 11:00,.7,,,,83,5.4,-1.8,968,1027,1,,,,,,,,,,,4.5,,,,
175,2019-01-14 12:00,2.5,,,,78,5.7,-.9,967.9,1026.4,1,,,,,,,,,,,11.7,,,,
175,2019-01-14 13:00,3.1,,2.4,360,71,5.4,-1.6,966.9,1025.2,1,,,,,,,,,,,10.7,,,,
175,2019-01-14 14:00,4.5,,1.8,360,71,6,-.3,966.1,1024.2,1,,,,,,,,,,,13.7,,,,
175,2019-01-14 15:00,4.3,,4.7,320,65,5.4,-1.7,966.5,1024.6,1,,,,,,,,,,,11.9,,,,
175,2019-01-14 16:00,4.4,,2.4,320,68,5.7,-.9,966.3,1024.4,1,,,,,,,,,,,9.5,,,,
175,2019-01-14 17:00,1.4,,6.1,320,83,5.6,-1.1,966,1024.7,.6,,,,,,,,,,,2.9,,,,
175,2019-01-14 18:00,.2,,6.7,340,85,5.3,-2,966.2,1025.2,0,,,,,,,,,,,0,,,,
175,2019-01-14 19:00,-.1,,5.7,360,84,5.1,-2.4,966.2,1025.3,,,,,,,,,,,,-.2,,,,
175,2019-01-14 20:00,-.2,,6.5,360,87,5.2,-2.1,966.1,1025.2,,,,,,,,,,,,-.5,,,,
175,2019-01-14 21:00,-.4,,4.9,360,87,5.2,-2.3,965.9,1025.1,,,,,,,,,,,,-.6,,,,
175,2019-01-14 22:00,-.5,,5,360,87,5.1,-2.4,966,1025.2,,,,,,,,,,,,-.8,,,,
175,2019-01-14 23:00,-.4,,5.3,360,91,5.4,-1.6,965.9,1025.1,,,,,,,,,,,,-.9,,,,
175,2019-01-15 00:00,-.4,,4,340,87,5.2,-2.3,965.5,1024.7,,,,,,,,,,,,-.9,,,,
175,2019-01-15 01:00,-.1,,5.1,320,85,5.2,-2.3,965.5,1024.6,,,,,,,,,,,,-.9,,,,
175,2019-01-15 02:00,.2,,5.7,320,83,5.2,-2.3,965.1,1024.1,,,,,,,,,,,,-.9,,,,
175,2019-01-15 03:00,.1,,6.1,320,88,5.4,-1.6,965.7,1024.7,,,,,,,,,,,,-.9,,,,
175,2019-01-15 04:00,.3,,6,320,91,5.7,-1,965.3,1024.3,,,,,,,,,,,,-.8,,,,
175,2019-01-15 05:00,.1,,5.2,320,89,5.5,-1.5,964.8,1023.8,,,,,,,,,,,,-1.1,,,,
175,2019-01-15 06:00,.5,,5.7,320,89,5.6,-1.1,964.4,1023.2,,,,,,,,,,,,-1.1,,,,
175,2019-01-15 07:00,.6,,5.4,320,90,5.8,-.8,964.9,1023.8,,,,,,,,,,,,-1,,,,
175,2019-01-15 08:00,.3,,5.7,340,92,5.8,-.8,965.2,1024.1,0,,,,,,,,,,,-.9,,,,
175,2019-01-15 09:00,.6,,5,340,86,5.5,-1.4,965.6,1024.5,.3,,,,,,,,,,,-.5,,,,
175,2019-01-15 10:00,1.7,,4.3,340,77,5.3,-1.9,965.9,1024.5,1,,,,,,,,,,,.4,,,,
175,2019-01-15 11:00,3,,4.6,320,70,5.3,-1.9,966.5,1024.8,1,,,,,,,,,,,8.6,,,,
175,2019-01-15 12:00,4.4,,4.8,320,65,5.4,-1.6,966.2,1024.3,1,,,,,,,,,,,10.8,,,,
175,2019-01-15 13:00,4.6,,5.6,320,61,5.2,-2.2,965.3,1023.3,1,,,,,,,,,,,11.5,,,,
175,2019-01-15 14:00,3.6,,7.3,320,61,4.8,-3.2,964.7,1022.8,1,,,,,,,,,,,11.7,,,,
175,2019-01-15 15:00,3.6,,6.8,320,60,4.8,-3.4,964.8,1022.9,1,,,,,,,,,,,10.2,,,,
175,2019-01-15 16:00,2.4,,7,320,68,4.9,-2.9,965.1,1023.5,.4,,,,,,,,,,,5.3,,,,
175,2019-01-15 17:00,-.1,,6.1,340,97,5.9,-.5,965.7,1024.8,0,,,,,,,,,,,2.4,,,,
175,2019-01-15 18:00,-.9,,7.1,340,90,5.2,-2.3,966,1025.3,0,,,,,,,,,,,.9,,,,
175,2019-01-15 19:00,-1.8,,6.8,340,78,4.2,-5.1,966.6,1026.1,,,,,,,,,,,,.1,,,,
175,2019-01-15 20:00,-2.5,,6.5,340,85,4.3,-4.6,966.8,1026.5,,,,,,,,,,,,-.3,,,,
175,2019-01-15 21:00,-3.1,,6.9,340,74,3.6,-7,966.8,1026.6,,,,,,,,,,,,-.6,,,,
175,2019-01-15 22:00,-3.8,,7.2,340,75,3.5,-7.5,967.1,1027.1,,,,,,,,,,,,-1,,,,
175,2019-01-15 23:00,-4.1,,7.3,340,77,3.5,-7.5,967,1027.1,,,,,,,,,,,,-1.4,,,,
175,2019-01-16 00:00,-4.6,,7.6,340,74,3.2,-8.5,967.1,1027.3,,,,,,,,,,,,-1.7,,,,
175,2019-01-16 01:00,-5.1,,6.8,340,89,3.7,-6.6,966.8,1027.1,,,,,,,,,,,,-1.9,,,,
175,2019-01-16 02:00,-5.1,,6.6,340,88,3.7,-6.7,966.9,1027.2,,,,,,,,,,,,-1.9,,,,
175,2019-01-16 03:00,-4.9,,6.2,360,80,3.4,-7.8,967.1,1027.4,,,,,,,,,,,,-2.1,,,,
175,2019-01-16 04:00,-5,,6.2,360,73,3.1,-9,966.9,1027.2,,,,,,,,,,,,-2.3,,,,
175,2019-01-16 05:00,-4.8,,5.7,360,76,3.3,-8.3,966.9,1027.2,,,,,,,,,,,,-2.5,,,,
175,2019-01-16 06:00,-5.1,,3.9,360,77,3.2,-8.5,967.1,1027.4,,,,,,,,,,,,-2.5,,,,
175,2019-01-16 07:00,-5.4,,2.5,360,83,3.4,-7.8,967.8,1028.3,,,,,,,,,,,,-2.6,,,,
175,2019-01-16 08:00,-5.8,,1.6,50,83,3.3,-8.2,968.3,1028.9,0,,,,,,,,,,,-2.7,,,,
175,2019-01-16 09:00,-4.9,,2.8,360,79,3.4,-7.9,968,1028.4,.6,,,,,,,,,,,-2.3,,,,
175,2019-01-16 10:00,-3.9,,3.8,360,70,3.2,-8.5,968.1,1028.2,1,,,,,,,,,,,-.5,,,,
175,2019-01-16 11:00,-3.1,,5.6,340,71,3.5,-7.6,968.7,1028.6,1,,,,,,,,,,,3,,,,
175,2019-01-16 12:00,-.8,,2.4,340,62,3.6,-7.1,967.8,1027.2,1,,,,,,,,,,,8.8,,,,
175,2019-01-16 13:00,-1.1,,4.2,340,61,3.5,-7.6,966.6,1026,1,,,,,,,,,,,11.6,,,,
175,2019-01-16 14:00,-1,,4.9,340,65,3.7,-6.7,966.5,1025.9,1,,,,,,,,,,,10.9,,,,
175,2019-01-16 15:00,-1.9,,5.7,360,65,3.5,-7.6,966.1,1025.6,1,,,,,,,,,,,10.5,,,,
175,2019-01-16 16:00,-3,,6,340,69,3.4,-7.8,966.4,1026.2,.9,,,,,,,,,,,4.9,,,,
175,2019-01-16 17:00,-3.6,,6,340,73,3.4,-7.7,966.4,1026.3,.5,,,,,,,,,,,.6,,,,
175,2019-01-16 18:00,-3.9,,5,360,77,3.5,-7.3,966.5,1026.5,.1,,,,,,,,,,,-.5,,,,
175,2019-01-16 19:00,-3.9,,3.9,360,79,3.6,-7,966.9,1026.9,,,,,,,,,,,,-.7,,,,
175,2019-01-16 20:00,-4,,4.2,360,80,3.6,-6.9,966.9,1027,,,,,,,,,,,,-1,,,,
175,2019-01-16 21:00,-4.4,,3.4,360,82,3.6,-7,966.7,1026.8,,,,,,,,,,,,-1.3,,,,
175,2019-01-16 22:00,-4.2,,4.7,340,83,3.7,-6.6,966.7,1026.8,,,,,,,,,,,,-1.8,,,,
175,2019-01-16 23:00,-4,,4.3,360,79,3.6,-7.1,966.9,1027,,,,,,,,,,,,-1.8,,,,
175,2019-01-17 00:00,-3.5,,5.7,340,79,3.7,-6.6,967.2,1027.2,,,,,,,,,,,,-2,,,,
175,2019-01-17 01:00,-2.7,,5.4,320,78,3.9,-6,966.6,1026.3,,,,,,,,,,,,-1.6,,,,
175,2019-01-17 02:00,-2.7,,5.7,320,75,3.8,-6.5,966.1,1025.8,,,,,,,,,,,,-1.6,,,,
175,2019-01-17 03:00,-2.2,,5.6,320,73,3.8,-6.3,966.3,1025.9,,,,,,,,,,,,-1.5,,,,
175,2019-01-17 04:00,-2,,5.3,340,74,3.9,-6,965.7,1025.2,,,,,,,,,,,,-1.4,,,,
175,2019-01-17 05:00,-1.8,,6.5,340,72,3.9,-6.1,965.4,1024.8,,,,,,,,,,,,-1.4,,,,
175,2019-01-17 06:00,-1.7,,6,320,71,3.8,-6.2,965.1,1024.5,,,,,,,,,,,,-1.5,,,,
175,2019-01-17 07:00,-1.5,,4.4,320,77,4.2,-5,965.5,1024.9,,,,,,,,,,,,-1.3,,,,
175,2019-01-17 08:00,-1.4,,5.9,340,67,3.7,-6.7,966.1,1025.5,0,,,,,,,,,,,-1.8,,,,
175,2019-01-17 09:00,-.7,,4.4,320,69,4,-5.6,966.4,1025.7,.2,,,,,,,,,,,-.7,,,,
175,2019-01-17 10:00,.1,,5.4,320,63,3.9,-6.1,966.5,1025.6,.4,,,,,,,,,,,0,,,,
175,2019-01-17 11:00,1.3,,5.2,320,60,4,-5.6,966.7,1025.5,.4,,,,,,,,,,,3.3,,,,
175,2019-01-17 12:00,2,,5.5,320,60,4.2,-4.9,966.5,1025.1,.7,,,,,,,,,,,8.1,,,,
175,2019-01-17 13:00,2.9,,5.9,320,57,4.3,-4.7,965.8,1024.1,.8,,,,,,,,,,,9.9,,,,
175,2019-01-17 14:00,2.8,,5.9,320,53,4,-5.8,965.1,1023.4,.9,,,,,,,,,,,10.7,,,,
175,2019-01-17 15:00,2.4,,7.1,320,57,4.2,-5.2,965.1,1023.5,1,,,,,,,,,,,10.3,,,,
175,2019-01-17 16:00,.3,,7.8,320,63,3.9,-5.9,965.6,1024.6,.8,,,,,,,,,,,4.7,,,,
175,2019-01-17 17:00,0,,7.6,340,65,4,-5.8,965.9,1025,.9,,,,,,,,,,,1.6,,,,
175,2019-01-17 18:00,-1.2,,7.3,340,70,3.9,-5.9,966.2,1025.5,.3,,,,,,,,,,,-.5,,,,
175,2019-01-17 19:00,-1.2,,6.1,340,74,4.2,-5.2,966.5,1025.8,,,,,,,,,,,,-.7,,,,
175,2019-01-17 20:00,-1.5,,5.6,340,74,4.1,-5.5,967.4,1026.9,,,,,,,,,,,,-1.3,,,,
175,2019-01-17 21:00,-1.3,,5,340,72,4,-5.7,968.2,1027.7,,,,,,,,,,,,-1.5,,,,
175,2019-01-17 22:00,-1.1,,5.3,340,72,4.1,-5.5,968.4,1027.9,,,,,,,,,,,,-1.6,,,,
175,2019-01-17 23:00,-.9,,5.1,340,74,4.2,-4.9,969.1,1028.6,,,,,,,,,,,,-1.8,,,,
175,2019-01-18 00:00,-.6,,4.7,340,74,4.3,-4.6,969.3,1028.7,,,,,,,,,,,,-1.6,,,,
175,2019-01-18 01:00,-1,,5.5,360,77,4.4,-4.5,969,1028.5,,,,,,,,,,,,-2,,,,
175,2019-01-18 02:00,-.9,,6.2,360,75,4.3,-4.7,969.1,1028.6,,,,,,,,,,,,-2.4,,,,
175,2019-01-18 03:00,-1,,5.7,360,78,4.4,-4.3,969,1028.5,,,,,,,,,,,,-2.5,,,,
175,2019-01-18 04:00,-1.4,,5.2,360,81,4.5,-4.2,968.6,1028.1,,,,,,,,,,,,-2.8,,,,
175,2019-01-18 05:00,-1.7,,4.3,360,82,4.4,-4.3,968.5,1028.1,,,,,,,,,,,,-3.1,,,,
175,2019-01-18 06:00,-1.9,,3.2,360,83,4.4,-4.4,968.4,1028,,,,,,,,,,,,-3.4,,,,
175,2019-01-18 07:00,-1.5,,5.4,360,80,4.4,-4.5,969.5,1029.1,,,,,,,,,,,,-3.4,,,,
175,2019-01-18 08:00,-1.2,,5.1,360,79,4.4,-4.3,970.5,1030.1,0,,,,,,,,,,,-3.1,,,,
175,2019-01-18 09:00,.1,,2.5,360,75,4.6,-3.8,970.5,1029.8,1,,,,,,,,,,,-1.9,,,,
175,2019-01-18 10:00,1.8,,3,340,71,4.9,-2.9,971,1029.9,1,,,,,,,,,,,.9,,,,
175,2019-01-18 11:00,3.4,,1.3,20,65,5.1,-2.5,970.6,1029.1,1,,,,,,,,,,,7.6,,,,
175,2019-01-18 12:00,4.8,,3.3,320,61,5.3,-2,970,1028.2,1,,,,,,,,,,,11.6,,,,
175,2019-01-18 13:00,5.3,,3.8,320,56,5,-2.7,969.2,1027.2,1,,,,,,,,,,,14.9,,,,
175,2019-01-18 14:00,6.4,,2.6,340,51,4.9,-3,968.4,1026.1,1,,,,,,,,,,,15.6,,,,
175,2019-01-18 15:00,6,,3.2,320,54,5,-2.6,968.6,1026.4,1,,,,,,,,,,,14.2,,,,
175,2019-01-18 16:00,4.9,,4.2,320,60,5.2,-2.2,968.9,1027,1,,,,,,,,,,,11.4,,,,
175,2019-01-18 17:00,2.1,,3.2,360,71,5,-2.6,968,1026.6,.9,,,,,,,,,,,4.3,,,,
175,2019-01-18 18:00,.9,,4.2,340,77,5,-2.6,968.5,1027.5,.1,,,,,,,,,,,1.2,,,,
175,2019-01-18 19:00,.4,,5.7,340,79,5,-2.8,968.7,1027.8,,,,,,,,,,,,-.6,,,,
175,2019-01-18 20:00,-.2,,3,360,86,5.2,-2.2,968.8,1028.1,,,,,,,,,,,,-.6,,,,
175,2019-01-18 21:00,0,,2.7,50,84,5.2,-2.3,968.7,1027.9,,,,,,,,,,,,-.9,,,,
175,2019-01-18 22:00,.1,,3.5,20,72,4.4,-4.3,968.6,1027.8,,,,,,,,,,,,-1.2,,,,
175,2019-01-18 23:00,1.8,,2.3,50,62,4.3,-4.7,968.2,1026.9,,,,,,,,,,,,-.8,,,,
175,2019-01-19 00:00,3.8,,2.5,50,,.5,-30.6,967.9,1026.1,,,,,,,,,,,,-1,,,,
175,2019-01-19 01:00,3.5,,1.8,90,,.5,-29.2,967.8,1026.1,,,,,,,,,,,,-1.2,,,,
175,2019-01-19 02:00,3.7,,1.7,110,,.3,-34.9,967.6,1025.8,,,,,,,,,,,,-1.7,,,,
